"Type";"Beløb";"Dato";"Tid";"Besked";"Gebyr";
"Salg";25,00;22-03-2019;23:13;"";0,60;
"Salg";20,00;22-03-2019;23:16;"";0,60;
"Salg";25,00;22-03-2019;23:21;"";0,60;
"Salg";15,00;22-03-2019;23:23;"";0,60;
"Salg";30,00;22-03-2019;23:24;"";0,60;
"Salg";28,00;22-03-2019;23:29;"";0,60;
"Salg";28,00;22-03-2019;23:30;"";0,60;
"Salg";28,00;22-03-2019;23:30;"Øl";0,60;
"Salg";14,00;22-03-2019;23:31;"Øl";0,60;
"Salg";10,00;22-03-2019;23:35;"";0,60;
"Salg";40,00;22-03-2019;23:37;"";0,60;
"Salg";28,00;22-03-2019;23:38;"";0,60;
"Salg";50,00;22-03-2019;23:38;"";0,60;
"Salg";14,00;22-03-2019;23:42;"";0,60;
"Salg";28,00;22-03-2019;23:49;"";0,60;
"Salg";28,00;22-03-2019;23:50;"";0,60;
"Salg";42,00;22-03-2019;23:52;"";0,60;
"Salg";14,00;22-03-2019;23:52;"";0,60;
"Salg";14,00;22-03-2019;23:52;"";0,60;
"Salg";29,00;22-03-2019;23:53;"";0,60;
"Salg";42,00;22-03-2019;23:53;"";0,60;
"Salg";14,00;22-03-2019;23:54;"";0,60;
"Salg";15,00;23-03-2019;00:01;"";0,60;
"Salg";14,00;23-03-2019;00:02;"";0,60;
"Salg";14,00;23-03-2019;00:09;"Øl";0,60;
"Salg";28,00;23-03-2019;00:12;"";0,60;
"Salg";14,00;23-03-2019;00:16;"";0,60;
"Salg";15,00;23-03-2019;00:20;"";0,60;
"Salg";42,00;23-03-2019;00:20;"";0,60;
"Salg";28,00;23-03-2019;00:22;"";0,60;
"Salg";14,00;23-03-2019;00:24;"";0,60;
"Salg";14,00;23-03-2019;00:24;"";0,60;
"Salg";14,00;23-03-2019;00:24;"";0,60;
"Salg";14,00;23-03-2019;00:25;"";0,60;
"Salg";14,00;23-03-2019;00:25;"";0,60;
"Salg";48,00;23-03-2019;00:25;"";0,60;
"Salg";25,00;23-03-2019;00:25;"";0,60;
"Salg";50,00;23-03-2019;00:29;"";0,60;
"Salg";14,00;23-03-2019;00:31;"";0,60;
"Salg";14,00;23-03-2019;00:32;"";0,60;
"Salg";50,00;23-03-2019;00:34;"";0,60;
"Salg";50,00;23-03-2019;00:34;"";0,60;
"Salg";14,00;23-03-2019;00:36;"";0,60;
"Salg";28,00;23-03-2019;00:37;"";0,60;
"Salg";25,00;23-03-2019;00:38;"";0,60;
"Salg";14,00;23-03-2019;00:38;"";0,60;
"Salg";28,00;23-03-2019;00:41;"";0,60;
"Salg";25,00;23-03-2019;00:41;"";0,60;
"Salg";30,00;23-03-2019;00:43;"";0,60;
"Salg";14,00;23-03-2019;00:44;"";0,60;
"Salg";39,00;23-03-2019;00:46;"";0,60;
"Salg";15,00;23-03-2019;00:46;"";0,60;
"Salg";15,00;23-03-2019;00:46;"";0,60;
"Salg";14,00;23-03-2019;00:47;"";0,60;
"Salg";14,00;23-03-2019;00:48;"";0,60;
"Salg";15,00;23-03-2019;00:48;"";0,60;
"Salg";14,00;23-03-2019;00:49;"";0,60;
"Salg";28,00;23-03-2019;00:50;"";0,60;
"Salg";28,00;23-03-2019;00:51;"";0,60;
"Salg";14,00;23-03-2019;00:56;"";0,60;
"Salg";24,00;23-03-2019;00:56;"";0,60;
"Salg";14,00;23-03-2019;00:57;"";0,60;
"Salg";28,00;23-03-2019;00:59;"";0,60;
"Gebyr";-183,00;23-03-2019;00:59;"Gebyr";;
"Overførsel";7.350,00;23-03-2019;00:59;"Udbetaling til konto";183,00;
"Salg";28,00;23-03-2019;01:00;"";0,60;
"Salg";14,00;23-03-2019;01:00;"";0,60;
"Salg";16,00;23-03-2019;01:01;"";0,60;
"Salg";15,00;23-03-2019;01:01;"";0,60;
"Salg";10,00;23-03-2019;01:04;"";0,60;
"Salg";15,00;23-03-2019;01:04;"";0,60;
"Salg";44,00;23-03-2019;01:04;"";0,60;
"Salg";14,00;23-03-2019;01:06;"";0,60;
"Salg";14,00;23-03-2019;01:09;"";0,60;
"Salg";15,00;23-03-2019;01:12;"";0,60;
"Salg";90,00;23-03-2019;01:15;"";0,60;
"Salg";28,00;23-03-2019;01:16;"";0,60;
"Salg";14,00;23-03-2019;01:16;"";0,60;
"Salg";14,00;23-03-2019;01:18;"";0,60;
"Salg";14,00;23-03-2019;01:21;"";0,60;
"Salg";14,00;23-03-2019;01:21;"";0,60;
"Salg";42,00;23-03-2019;01:21;"";0,60;
"Salg";75,00;23-03-2019;01:22;"";0,60;
"Salg";14,00;23-03-2019;01:23;"";0,60;
"Salg";14,00;23-03-2019;01:23;"";0,60;
"Salg";78,00;23-03-2019;01:31;"";0,60;
"Salg";40,00;23-03-2019;01:34;"";0,60;
"Salg";14,00;23-03-2019;01:34;"";0,60;
"Salg";14,00;23-03-2019;01:35;"";0,60;
"Salg";14,00;23-03-2019;01:36;"";0,60;
"Salg";25,00;23-03-2019;01:39;"";0,60;
"Salg";14,00;23-03-2019;01:41;"";0,60;
"Salg";14,00;23-03-2019;01:42;"";0,60;
"Salg";84,00;23-03-2019;01:44;"";0,60;
"Salg";14,00;23-03-2019;01:45;"";0,60;
"Salg";14,00;23-03-2019;01:46;"";0,60;
"Salg";25,00;23-03-2019;01:46;"";0,60;
"Salg";14,00;23-03-2019;01:47;"";0,60;
"Salg";28,00;23-03-2019;01:48;"";0,60;
"Salg";52,00;23-03-2019;01:51;"";0,60;
"Salg";28,00;23-03-2019;01:52;"";0,60;
"Salg";14,00;23-03-2019;01:56;"";0,60;
"Salg";14,00;23-03-2019;01:56;"";0,60;
"Salg";25,00;23-03-2019;01:57;"";0,60;
"Salg";28,00;23-03-2019;01:58;"";0,60;
"Salg";14,00;23-03-2019;02:00;"";0,60;
"Salg";25,00;23-03-2019;02:00;"";0,60;
"Salg";25,00;23-03-2019;02:03;"";0,60;
"Salg";25,00;23-03-2019;02:03;"";0,60;
"Salg";14,00;23-03-2019;02:03;"";0,60;
"Salg";25,00;23-03-2019;02:04;"";0,60;
"Salg";20,00;23-03-2019;02:11;"";0,60;
"Salg";25,00;23-03-2019;02:11;"";0,60;
"Salg";56,00;23-03-2019;02:14;"";0,60;
"Salg";42,00;23-03-2019;02:16;"";0,60;
"Salg";42,00;23-03-2019;02:16;"";0,60;
"Salg";14,00;23-03-2019;02:20;"";0,60;
"Salg";10,00;23-03-2019;02:21;"";0,60;
"Salg";14,00;23-03-2019;02:21;"";0,60;
"Salg";24,00;23-03-2019;02:24;"";0,60;
"Salg";70,00;23-03-2019;02:28;"";0,60;
"Salg";14,00;23-03-2019;02:29;"";0,60;
"Salg";14,00;23-03-2019;02:31;"";0,60;
"Salg";14,00;23-03-2019;02:33;"";0,60;
"Salg";28,00;23-03-2019;02:40;"";0,60;
"Salg";28,00;23-03-2019;02:41;"";0,60;
"Salg";44,00;23-03-2019;02:44;"";0,60;
"Salg";50,00;23-03-2019;02:45;"";0,60;
"Salg";15,00;23-03-2019;02:46;"";0,60;
"Salg";14,00;23-03-2019;02:50;"";0,60;
"Salg";70,00;23-03-2019;02:56;"";0,60;
"Salg";28,00;23-03-2019;02:57;"";0,60;
"Salg";28,00;23-03-2019;03:09;"Øl";0,60;
"Salg";14,00;23-03-2019;03:10;"";0,60;
"Salg";14,00;23-03-2019;03:15;"";0,60;
"Salg";24,00;23-03-2019;03:20;"";0,60;
"Gebyr";-42,60;24-03-2019;00:59;"Gebyr";;
"Overførsel";1.858,40;24-03-2019;00:59;"Udbetaling til konto";42,60;
"Salg";25,00;24-03-2019;14:38;"";0,60;
"Gebyr";-0,60;25-03-2019;00:59;"Gebyr";;
"Overførsel";24,40;25-03-2019;00:59;"Udbetaling til konto";0,60;
"Salg";10,00;25-03-2019;12:11;"";0,60;
"Salg";8,00;25-03-2019;13:21;"";0,60;
"Salg";16,00;25-03-2019;15:00;"";0,60;
"Salg";8,00;25-03-2019;16:12;"";0,60;
"Salg";4,00;25-03-2019;16:15;"";0,60;
"Salg";16,00;25-03-2019;16:49;"";0,60;
"Salg";8,00;25-03-2019;16:58;"";0,60;
"Salg";8,00;25-03-2019;17:11;"Elsker kantinen \ud83d\ude0d";0,60;
"Salg";13,00;25-03-2019;17:50;"";0,60;
"Salg";18,00;25-03-2019;18:38;"";0,60;
"Gebyr";-6,00;26-03-2019;00:59;"Gebyr";;
"Overførsel";103,00;26-03-2019;00:59;"Udbetaling til konto";6,00;
"Salg";4,00;26-03-2019;11:13;"";0,60;
"Salg";8,00;26-03-2019;12:08;"";0,60;
"Salg";8,00;26-03-2019;12:17;"";0,60;
"Salg";13,00;26-03-2019;12:24;"";0,60;
"Salg";8,00;26-03-2019;13:19;"";0,60;
"Salg";8,00;26-03-2019;13:20;"";0,60;
"Salg";5,00;26-03-2019;13:24;"";0,60;
"Salg";7,00;26-03-2019;13:50;"";0,60;
"Salg";15,00;26-03-2019;14:57;"";0,60;
"Salg";15,00;26-03-2019;14:57;"";0,60;
"Salg";5,00;26-03-2019;16:02;"";0,60;
"Salg";10,00;26-03-2019;16:03;"";0,60;
"Salg";4,00;26-03-2019;16:03;"";0,60;
"Salg";12,00;26-03-2019;18:07;"";0,60;
"Salg";4,00;26-03-2019;18:36;"";0,60;
"Gebyr";-9,00;27-03-2019;00:59;"Gebyr";;
"Overførsel";117,00;27-03-2019;00:59;"Udbetaling til konto";9,00;
"Salg";10,00;27-03-2019;11:12;"";0,60;
"Salg";15,00;27-03-2019;11:15;"";0,60;
"Salg";6,00;27-03-2019;13:12;"";0,60;
"Salg";13,00;27-03-2019;13:19;"";0,60;
"Salg";3,00;27-03-2019;13:21;"";0,60;
"Salg";13,00;27-03-2019;13:35;"";0,60;
"Salg";21,00;27-03-2019;13:54;"";0,60;
"Salg";8,00;27-03-2019;15:20;"";0,60;
"Salg";6,00;27-03-2019;16:25;"";0,60;
"Salg";10,00;27-03-2019;16:25;"";0,60;
"Salg";8,00;27-03-2019;16:26;"";0,60;
"Salg";16,00;27-03-2019;17:10;"Kinder";0,60;
"Salg";13,00;27-03-2019;18:01;"";0,60;
"Salg";4,00;27-03-2019;18:18;"Frugt";0,60;
"Salg";14,00;27-03-2019;18:22;"";0,60;
"Salg";6,00;27-03-2019;22:14;"";0,60;
"Gebyr";-9,60;28-03-2019;00:59;"Gebyr";;
"Overførsel";156,40;28-03-2019;00:59;"Udbetaling til konto";9,60;
"Salg";13,00;28-03-2019;10:14;"";0,60;
"Salg";6,00;28-03-2019;11:39;"";0,60;
"Salg";14,00;28-03-2019;12:29;"";0,60;
"Salg";14,00;28-03-2019;12:31;"Sodavand - Faxe";0,60;
"Salg";4,00;28-03-2019;12:51;"";0,60;
"Salg";13,00;28-03-2019;16:23;"";0,60;
"Salg";15,00;28-03-2019;17:07;"";0,60;
"Salg";6,00;28-03-2019;17:49;"";0,60;
"Salg";8,00;28-03-2019;20:06;"";0,60;
"Salg";10,00;28-03-2019;22:14;"";0,60;
"Gebyr";-6,00;29-03-2019;00:59;"Gebyr";;
"Overførsel";97,00;29-03-2019;00:59;"Udbetaling til konto";6,00;
"Salg";11,00;29-03-2019;05:32;"";0,60;
"Salg";13,00;29-03-2019;10:20;"";0,60;
"Salg";13,00;29-03-2019;10:38;"";0,60;
"Salg";13,00;29-03-2019;13:44;"";0,60;
"Salg";3,00;29-03-2019;16:39;"";0,60;
"Salg";6,00;29-03-2019;16:44;"";0,60;
"Salg";5,00;29-03-2019;21:13;"Tåst";0,60;
"Gebyr";-4,20;30-03-2019;00:59;"Gebyr";;
"Overførsel";59,80;30-03-2019;00:59;"Udbetaling til konto";4,20;
"Salg";15,00;31-03-2019;17:54;"";0,60;
"Salg";5,00;31-03-2019;18:27;"";0,60;
"Gebyr";-1,20;31-03-2019;23:59;"Gebyr";;
"Overførsel";18,80;31-03-2019;23:59;"Udbetaling til konto";1,20;
